Site,Depth_m,Temperature,Habitat,Habitat_simplified,Aspect_descriptive,Aspect_scale,Benthic_Complexity,browser,cleaner,corallivore,cropper/grazer,detritivore,excavator,macro-invertivore,micro-invertivore,NA,pisci-invertivore,piscivore,planktivore,scraper,spongivore,omnivore,invertivore-sessile,invertivore-mobile,All_herbs
ASHM-04,38,28.72,outer_slope,outer_reef,steep_slope,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHM-04,42,28.62,outer_slope,outer_reef,steep_slope,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHM-04,45,28.39,outer_slope,outer_reef,steep_slope,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHM-04,52,27.51,outer_slope,outer_reef,moderate_slope,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETT-01,8.2,25.3,outer_reef,outer_reef,flat,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETT-01,8.3,25.3,outer_reef,outer_reef,flat,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETT-01,12.6,25.3,outer_reef,outer_reef,gentle_slope,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETT-01,21.1,25.4,outer_reef,outer_reef,flat,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETT-01,32.3,25.4,outer_reef,outer_reef,flat,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETT-01,40.4,25.4,outer_reef,outer_reef,steep_slope,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETT-01,50.9,25.5,outer_reef,outer_reef,steep_slope,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BETT-01,57.6,25.5,outer_reef,outer_reef,steep_slope,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOOT-01,47,28.51,outer_slope,outer_reef,moderate_slope,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOOT-01,57,27.21,outer_slope,outer_reef,steep_slope,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOOT-01,67,27.07,outer_slope,outer_reef,moderate_slope,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,3.6,27.4,outer_reef,outer_reef,steep_slope,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,5.5,27.4,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,7.5,27.4,outer_reef,outer_reef,wall,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,9.3,27.4,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,12.5,27.4,outer_reef,outer_reef,wall,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,13.8,27.4,outer_reef,outer_reef,steep_slope,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,17.6,27.4,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,20.3,27.4,outer_reef,outer_reef,wall,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,22.3,29.2,outer_reef,outer_reef,wall,4,3,0,0,223999.9983,31858.15135,0,0,409504.9929,64165.11862,0,0,0,4070460.335,0,43923.8257,0,0,0,31858.15135
BOUG-01,24.1,27.4,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,28.5,29.1,outer_reef,outer_reef,wall,4,4,0,0,63369.27278,902023.07,0,0,150871.3386,869100.7551,685167.3361,694814.8042,0,4575885.596,0,0,0,0,0,902023.07
BOUG-01,35.1,28.9,outer_reef,outer_reef,wall,4,5,0,0,0,1713672.071,43239.23966,0,0,119798.718,737895.1206,3564502.13,0,4485895.415,0,0,0,0,0,1756911.311
BOUG-01,36.4,28.9,outer_reef,outer_reef,wall,4,5,0,0,21265.90183,2060001.744,0,0,0,66447.52521,174523.2679,729614.4933,0,4158578.375,144780.4662,0,121955.8899,0,0,2204782.21
BOUG-01,38.6,28.6,outer_reef,outer_reef,wall,4,4,0,0,29674.90266,0,0,0,0,0,0,0,0,558578.4741,0,0,19308.01873,0,0,0
BOUG-01,43.7,28.3,outer_reef,outer_reef,steep_slope,3,5,0,0,0,0,0,0,98429.33871,1053752.645,214125.0913,0,0,14538720.36,0,0,0,0,0,0
BOUG-01,45,28.1,outer_reef,outer_reef,wall,4,4,0,0,0,0,0,0,25459.4389,215227.4228,229410.6647,136518.5862,0,2431190.101,0,0,0,0,0,0
BOUG-01,45.5,28.1,outer_reef,outer_reef,steep_slope,3,5,0,0,449677.1584,85293.82857,0,0,1615385.409,1659078.839,464503.9689,18072061.07,0,8878696.943,165535.3945,0,0,0,0,250829.2231
BOUG-01,47.4,28,outer_reef,outer_reef,wall,4,5,0,0,8950.230868,0,0,0,151115.024,948056.8998,199859.9867,97646.57741,0,4997545.509,0,0,0,0,0,0
BOUG-01,54.7,28,outer_reef,outer_reef,steep_slope,3,5,0,0,0,0,0,0,0,171144.1947,5498515.482,214985.4963,0,3556943.709,1068377.673,0,0,0,0,1068377.673
BOUG-01,57.2,28,outer_reef,outer_reef,steep_slope,3,5,0,0,0,31742.7292,0,0,0,808405.5669,0,1519941.161,0,3754465.625,0,0,0,0,0,31742.7292
BOUG-01,57.4,28,outer_reef,outer_reef,steep_slope,3,5,0,0,0,0,0,0,1854797.84,555709.4743,657.502485,0,0,2418340.906,0,0,0,0,0,0
BOUG-01,57.8,28,outer_reef,outer_reef,steep_slope,3,5,0,0,38146.89392,159806.1392,0,0,0,432174.6468,408796.0688,39910363.21,0,1939537.361,0,0,0,0,0,159806.1392
BOUG-01,58.1,27.9,outer_reef,outer_reef,steep_slope,3,4,0,0,0,22765.69161,0,0,295295.3691,213270.3303,1067385.449,129283.0029,0,1627772.506,4227731.28,0,0,0,0,4250496.972
BOUG-01,65,27.5,outer_reef,outer_reef,steep_slope,3,5,0,0,213796.8547,816745.9797,0,0,0,690050.3344,417758.9494,174925959.3,248544911.7,1756525.756,0,24907.98548,0,0,0,816745.9797
BOUG-01,66.3,26.5,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,66.3,27.5,outer_reef,outer_reef,wall,4,5,0,0,0,0,0,0,582703.8617,863971.9928,911001.0044,12513735.07,0,2366604.047,0,0,0,0,0,0
BOUG-01,66.7,27.5,outer_reef,outer_reef,wall,4,5,0,0,0,96474.19913,0,0,708429.706,1781752.7,271651.2039,649284128.3,0,2675621.711,977988.2717,0,0,0,0,1074462.471
BOUG-01,67.3,27.8,outer_reef,outer_reef,steep_slope,3,5,0,0,0,0,0,0,0,354091.7708,1627516.62,797800.4478,0,1483547.415,0,0,0,0,0,0
BOUG-01,67.8,27.5,outer_reef,outer_reef,wall,4,5,0,0,25295.64052,0,0,0,2015385.978,798094.8112,8565673.219,78198.38,0,4520369.419,4447816.482,0,0,0,0,4447816.482
BOUG-01,71.4,26.3,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,76.4,26.2,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,81.9,26.2,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,85.7,26.2,outer_reef,outer_reef,wall,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,90.9,26.2,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,91.1,26.1,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-01,98.5,25.6,outer_reef,outer_reef,wall,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOUG-02,9.8,30,outer_reef,outer_reef,steep_slope,3,2,0,0,81519.06766,191175.8609,0,0,0,785488.7562,334694.0925,616583.1217,0,5236010.673,1718503.909,0,161008.3956,0,0,1909679.77
BOUG-02,13.4,30,outer_reef,outer_reef,steep_slope,3,2.5,908765.7352,0,63571.02217,154975.0773,142747.6029,0,0,1112872.748,213161.0837,7395834.986,321798.0182,7398903.311,7512822.299,0,0,0,0,8719310.714
BOUG-02,15.4,30,outer_reef,outer_reef,moderate_slope,2,3,0,0,0,162896.191,0,1915970.031,0,147015.7182,0,0,77793.03417,257706.7366,0,0,89557.40162,0,0,2078866.222
BOUG-02,22.3,30,outer_reef,outer_reef,steep_slope,3.5,2.5,228870.0887,0,446997.6595,1421511.478,0,1975424.127,237469.9146,843333.19,156615.836,4316081.074,289253.7164,699890.7607,3321139.423,0,0,78660.0209,0,6946945.117
BOUG-02,24.2,29.9,outer_reef,outer_reef,wall,4,2.5,0,0,0,248038.8826,0,0,99546.19153,0,3567.796277,1502341.659,0,2524050.699,0,0,0,0,0,248038.8826
BOUG-02,24.8,29.9,outer_reef,outer_reef,steep_slope,3,3,0,0,348286.4048,81222.57359,34343.9097,3780104.268,118843.1439,206980.3816,90357.4141,0,0,2558221.069,0,0,0,0,0,3895670.751
BOUG-02,27.3,29.9,outer_reef,outer_reef,wall,4,2.5,0,0,244328.0835,138471.098,61396.33965,0,0,656893.9642,384973.1748,259059.2264,0,1323894.65,1920189.836,0,0,216435.7315,0,2120057.274
BOUG-02,28.4,29.9,outer_reef,outer_reef,wall,4,2.5,0,0,69407.17638,146606.5973,95824.00765,5373498.251,0,479561.5327,0,0,0,1552610.419,0,0,0,0,0,5615928.856
BOUG-02,31.1,29.4,outer_reef,outer_reef,moderate_slope,2,3,0,0,64649.42401,205814.1498,135855.1225,8133826.399,472618.8238,1465798.899,0,0,0,2354592,6159852.592,0,0,0,0,14635348.26
BOUG-02,32.5,29.2,outer_reef,outer_reef,steep_slope,3.5,3,0,0,0,384689.8215,138532.2536,0,498158.3036,327558.9322,0,35002.93927,0,1478835.554,9131341.081,0,0,0,0,9654563.156
BOUG-02,33.1,29.3,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,2370884.638,276260.3866,0,75381.0647,0,5103361.909,283879.3209,0,0,0,0,283879.3209
BOUG-02,35.1,29,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,115726.3959,0,45206.78412,0,0,3003245.169,0,0,0,0,0,0
BOUG-02,37.2,28.8,outer_reef,outer_reef,wall,4,2.5,0,0,12646.06786,0,0,0,0,101988.0176,0,1014530.172,0,2689945.318,0,0,0,0,0,0
BOUG-02,44.9,28.1,outer_reef,outer_reef,wall,4,2.5,0,0,0,114362.7206,0,0,464712.5448,24850.72034,131369.8236,6034746.728,0,665772.9883,0,0,0,0,0,114362.7206
BOUG-02,45,28.1,outer_reef,outer_reef,moderate_slope,2,3,0,0,15806.06222,359958.6677,0,0,777902.5509,138171.0565,0,43507.3921,0,2266835.377,0,0,0,0,0,359958.6677
BOUG-02,45.8,28.1,outer_reef,outer_reef,steep_slope,3,2.5,0,0,0,93942.49712,71890.09031,0,843408.7266,1910133.548,0,0,0,953230.3762,0,0,0,0,0,165832.5874
BOUG-02,47,28.1,outer_reef,outer_reef,steep_slope,3,2.5,0,0,0,0,0,0,404919.252,39779.84786,0,0,0,1134397.193,0,0,0,0,0,0
BOUG-02,47.6,28.1,outer_reef,outer_reef,steep_slope,3,3,0,0,0,10111.51043,0,0,0,163922.763,0,212002.6572,0,890883.0356,0,0,0,0,0,10111.51043
BOUG-02,52.1,28,outer_reef,outer_reef,steep_slope,3,3,549042.9035,0,91112.80867,87662.54696,64568.21159,0,326135.8896,614721.9908,0,63531.97468,0,1384496.271,0,0,2172621.683,0,0,701273.6621
BOUG-02,53.6,27.7,outer_reef,outer_reef,moderate_slope,2,3.5,0,0,0,100110.8111,0,401233.6982,4868992.461,211959.9789,771768.195,152899.709,0,1052265.678,0,0,0,0,0,501344.5093
BOUG-02,55.3,27.6,outer_reef,outer_reef,moderate_slope,2,3.5,348727.9571,0,0,681598.1099,241708.6984,4340161.177,0,710538.3573,0,1455729.863,0,4852769.167,6306775.216,0,0,0,0,11918971.16
BOUG-02,57.7,27.2,outer_reef,outer_reef,moderate_slope,2,3.5,0,0,0,5062.297454,0,0,0,82286.83859,0,390662864.9,71837437.89,673474.2175,0,0,0,0,0,5062.297454
BOUG-02,58.4,27.2,outer_reef,outer_reef,moderate_slope,2,3.5,0,0,0,3281.236562,0,0,0,330690.1117,0,0,0,2251996.674,0,0,0,0,0,3281.236562
BOUG-02,63,27.3,outer_reef,outer_reef,wall,4,3,0,0,84806.46552,0,70691.72529,0,283352.9664,39917.00707,0,0,0,2472007.592,0,0,0,0,0,70691.72529
BOUG-02,63.8,27.3,outer_reef,outer_reef,steep_slope,3,3,0,0,0,0,0,0,700512.0173,357411.0123,139849.0368,86294.42927,22779098.25,3350633.029,0,0,0,0,0,0
BOUG-02,64.5,27.3,outer_reef,outer_reef,steep_slope,3,3,0,0,0,0,0,1057753.392,594881.8922,2373177.881,292381.6146,45567.08143,53513068.95,5014534.873,3296193.076,0,0,0,0,4353946.468
BOUG-02,67.1,27.2,outer_reef,outer_reef,steep_slope,3,3,0,0,10500.49924,493772.1721,0,12582266.45,618265.9465,439537.2242,279796.5823,52933962.03,0,5123793.489,0,0,0,0,0,13076038.62
CHIL-01,36.5,28.3,lagoon,lagoon,flat,0,1,0,0,0,0,0,0,0,0,1113273.499,0,0,0,0,0,0,0,0,0
EDIA-01,10,25.91,bommie,lagoon,wall,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,15,25.91,bommie,lagoon,moderate_slope,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,15,25.91,bommie,lagoon,wall,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,19,25.89,bommie,lagoon,wall,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,21,25.85,bommie,lagoon,moderate_slope,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,25,25.85,bommie,lagoon,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,26,25.99,bommie,lagoon,moderate_slope,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,32,25.9,bommie,lagoon,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,38,25.93,bommie,lagoon,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,39,25.99,bommie,lagoon,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,45,25.98,bommie,lagoon,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,45,25.99,bommie,lagoon,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,48,26.03,bommie,lagoon,flat,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,48,26.03,bommie,lagoon,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-01,50,26.06,bommie,lagoon,flat,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,8.7,25.5,inner_reef,inner_reef,steep_slope,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,9,25.6,inner_reef,inner_reef,steep_slope,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,15.2,25.5,inner_reef,inner_reef,moderate_slope,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,15.4,25.5,inner_reef,inner_reef,moderate_slope,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,19.1,25.6,inner_reef,inner_reef,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,20,25.6,inner_reef,inner_reef,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,24.2,25.7,inner_reef,inner_reef,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,25,25.7,inner_reef,inner_reef,steep_slope,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,30.9,25.8,inner_reef,inner_reef,flat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIA-02,32.8,25.6,inner_reef,inner_reef,gentle_slope,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,9.8,25.3,outer_reef,outer_reef,flat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,14,25.3,outer_reef,outer_reef,moderate_slope,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,19.1,25.4,outer_reef,outer_reef,flat,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,26.7,25.5,outer_reef,outer_reef,gentle_slope,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,39,25.5,outer_reef,outer_reef,moderate_slope,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,48,25.5,outer_reef,outer_reef,moderate_slope,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,51.3,25.6,outer_reef,outer_reef,gentle_slope,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,63,25.6,outer_reef,outer_reef,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,69,25.6,outer_reef,outer_reef,moderate_slope,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,79,25.7,outer_reef,outer_reef,moderate_slope,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,86,25.7,outer_reef,outer_reef,moderate_slope,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNA-01,96,25.9,outer_reef,outer_reef,moderate_slope,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,5.2,28.6,outer_reef,outer_reef,gentle_slope,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,9.9,28.3,outer_reef,outer_reef,moderate_slope,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,15.3,28.1,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,20.4,27.9,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,25.3,27.9,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,30.2,27.8,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,34.3,27.6,outer_reef,outer_reef,steep_slope,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,34.3,29.2,outer_reef,outer_reef,steep_slope,3,3,0,0,87190.11617,75106.13039,0,0,0,359328.3923,107126.922,3771296.139,1205082.584,185817.0479,0,0,0,0,0,75106.13039
FLIN-01,35.2,29.3,outer_reef,outer_reef,wall,4,3,0,0,100593.7448,134302.3633,99811.69733,0,0,99383.32948,66193.04897,323174.2041,0,396585.288,0,0,0,0,0,234114.0606
FLIN-01,35.6,29.2,outer_reef,outer_reef,steep_slope,3,4,1232921.674,0,0,654246.3622,128260.8583,0,574401.2427,567828.3411,462827.9756,77574228.01,5697075.446,7227091.229,0,0,0,0,0,2015428.895
FLIN-01,37.1,29.2,outer_reef,outer_reef,wall,4,4,0,0,7787.783304,0,133848.3888,967965.5767,7958548.304,252325.7831,98364.82408,0,14635580.15,932820.3554,762495.6061,0,0,0,0,1864309.572
FLIN-01,41.5,27.6,outer_reef,outer_reef,steep_slope,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,42.1,29.2,outer_reef,outer_reef,wall,4,3,0,0,90986.38132,105019.1009,0,0,0,0,88239.48287,26613.34276,0,5076227.628,0,0,0,0,0,105019.1009
FLIN-01,45.2,29.2,outer_reef,outer_reef,wall,4,4,0,0,39507.73575,0,0,4746954.226,0,0,0,0,88719517.19,14424576.04,0,0,0,0,0,4746954.226
FLIN-01,45.4,29.2,outer_reef,outer_reef,wall,4,3,0,0,0,0,0,0,0,0,20715.03596,6379984.872,0,60992.18154,0,0,0,0,0,0
FLIN-01,45.7,27.3,outer_reef,outer_reef,gentle_slope,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,51.1,27.3,outer_reef,outer_reef,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,67.1,26.5,outer_reef,outer_reef,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,72.3,26.4,outer_reef,outer_reef,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,77.4,26.3,outer_reef,outer_reef,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,81.9,26.2,outer_reef,outer_reef,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,87.2,26.2,outer_reef,outer_reef,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,91.9,26.3,outer_reef,outer_reef,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-01,98.6,26.3,outer_reef,outer_reef,gentle_slope,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-02,40,29.2,lagoon,lagoon,flat,0,0,0,0,0,0,63466.9607,0,15111962.89,2523691.536,0,0,33675321.74,1349250.447,0,0,0,0,0,63466.9607
FLIN-02,40.2,29.2,lagoon,lagoon,flat,0,1,0,0,0,0,0,0,7132382.845,255310.2811,0,0,0,242067.3953,0,0,0,0,0,0
FLIN-02,41.5,29.2,lagoon,lagoon,flat,0,0,0,0,0,45424.58404,0,0,6926065.32,2555318.627,0,16858128.27,0,11189.27691,0,0,0,0,0,45424.58404
FLIN-02,42.1,29.3,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,2680335.265,0,0,0,0,0,0,0,0,0,0,0
FLIN-02,43.3,29.2,lagoon,lagoon,flat,0,0,0,0,0,4495561.102,0,0,8651714.424,70668.60507,1641173.217,16443640.59,6725024.218,21310.87952,0,0,0,0,0,4495561.102
FLIN-02,44,29.1,lagoon,lagoon,flat,0,1,0,0,0,96150.64058,0,242984.0042,298694.2548,662744.694,217713.5052,72988724.38,0,5830.566167,0,0,0,0,0,339134.6448
FLIN-04,17.4,27.2,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLIN-04,18.8,27.2,lagoon,lagoon,gentle_slope,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
